Positive_Score,Neutral_Score,Negative_Score,Compound_Score,Sentiment_Label,Original_Comment_Text,Comment_ID
0.0,1.0,0.0,0.0,Neutral,"Bro a footprint is measured by area, not height... the iPhone does NOT have a bigger ""footprint"" than this new Mac 🤦‍♂️",Ugzx9exM--LpioIgYTl4AaABAg
0.087,0.88,0.034,0.4767,Positive,"To me Apple design team knows exactly what they're doing. If they put it in the most inaccessible place on the product it clearly has one message: don't use it. For whatever reason it may be. This kind of design changes the way a user uses their product, because clearly nobody will ever turn it off unless they want to reset it, move it , sell it or in case of emergency.",UgyflfHuYJ7fY33Zqw94AaABAg
0.255,0.617,0.128,0.4767,Positive,And the award again goes to the apple department of customer frustration for the power button 🎉,UgwZehvgdtQBaSqv4YR4AaABAg
0.231,0.769,0.0,0.2732,Positive,"Turn it upside down, there ya go, solved.",UgyvSrrDz_rrUE1AULN4AaABAg
0.033,0.925,0.042,-0.168,Negative,"Would you recommend a mac mini with
(1) Base model CPU with 32gb RAM and 512 gb storage? Or,
(2) M4 Pro with upgraded cpu only?

I have been struggling on which one to buy as they are having similar price 🙈

I typically will use the mac mini to do coding, a little bit of video editing, and loading windows on virtual machine so that I can use power bi…",Ugx_3Jfyk3vFAOdv0314AaABAg
0.0,0.887,0.113,-0.1027,Negative,I'll keep building my PC running Linux. Hard pass on the mini.,Ugy0aB39m3vow7WG2nZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,Its on the bottom because a lot of Mac Mini's are put under the desk.,Ugw7MQEiBLY_SYRz-ct4AaABAg
0.0,0.862,0.138,-0.7405,Negative,"I don't really believe there's one person, the obnoxious function.
But at this rate it seems to really be something by design. it's the feature that gets everyone talking about it especially who hates apple and would not talk about it.",UgxvfJohZKVblYIXzwV4AaABAg
0.08,0.92,0.0,0.4019,Positive,"As you said, you might only turn off the computer every 2 or 3 weeks, so placing it in an obscure position without taking up visible real estate seems smart to me.",UgzLY8vYVE7hTJ3wwud4AaABAg
0.184,0.686,0.13,0.1423,Positive,"Apple: makes a totally fine product, likeable by all people
Also Apple: let's put the power button at the bottom and ruin it",UgxVm_zA-glf3ujZLGB4AaABAg
0.0,1.0,0.0,0.0,Neutral,I’ve seen a few reviewers suggest there could be thermal issues with the M4 Pro mini. Any testing on that?,Ugy-VhPN9mUUbSatSMZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,"i think you are hearing the term ""mini pc"" for the first time, those existed before mac mini and are not overpriced",UgzxeT1idxYHPIrOxf54AaABAg
0.229,0.508,0.263,-0.1027,Negative,Wish I had money for one. 😢,UgySGrY9TGKQYsuPSyl4AaABAg
0.27,0.465,0.265,0.029,Neutral,I don't know why but I just love this bad graphic money,UgwpsgUcLJGhQftho3p4AaABAg
0.267,0.733,0.0,0.7351,Positive,You know what would be terrific marquees? Using iPhone as a screen for mac mini. That will be terrific,Ugy0wE38a-5Qfwn55aJ4AaABAg
0.089,0.736,0.175,-0.5887,Negative,I think they put switch on bottom to prevent accidentally being switched on or off. It’s so maluable so accidents could happen if placed on side or top.,Ugw6GFF5an4s3J2Jtqd4AaABAg
0.119,0.643,0.238,-0.7184,Negative,Apple somehow continues the delusion of Steve Jobs about death. He thought powering off a device is like death. So they started producing devices like apple tv (2007-2008?) with no power-off button.,UgwEH-C9BSbHELKIzaV4AaABAg
0.0,1.0,0.0,0.0,Neutral,Bring back the trashcan!,UgxZK0vyb76BgEqnV1p4AaABAg
0.172,0.828,0.0,0.3612,Positive,Hey just wondering does he ever talk about stuff like right to repair?,UgyOfDdnnRkuuhgHdTh4AaABAg
0.259,0.612,0.129,0.4404,Positive,I thought bro's career was over 😂,UgyIxYtvCKv2RDACL3d4AaABAg
0.053,0.821,0.126,-0.6124,Negative,"11:09 Apple knew that the laptop (the one DAVE2D put in a freezer) was going to overheat, yet they made the chassis thin just to sabotage intel because they're about to launch their own chip. Fast-forward, they launch M1PRO MB16 with a thick ass chassis and better thermal",UgwtrAUzd0AFz0485XR4AaABAg
0.475,0.473,0.053,0.9448,Positive,For the love of efficiency and 10 year old innovation.. just.. gimme a dahmn SDXC card slot!!!!! Lol😂,UgwSHKXqUrkIE3rMA4J4AaABAg
0.242,0.637,0.121,0.4404,Positive,Apple redefined finding the apot. The P-Spot. 😂,UgxTBi-SzCI6vW6Sm3l4AaABAg
0.0,1.0,0.0,0.0,Neutral,How would it work for music production?,Ugy5KJQrL29udBGWAlB4AaABAg
0.216,0.69,0.094,0.5399,Positive,"That 3.4 min clip 😂
Who puts power button at the bottom!!?",UgzyBQu2hq1kqesmBb94AaABAg
0.0,1.0,0.0,0.0,Neutral,Could someone tell me why I can’t change the quality of this video?,UgyUspiG1Abrg3yYDgh4AaABAg
0.0,1.0,0.0,0.0,Neutral,why dont you review chinese phone?,UgzQn7JkjebHYz2gN914AaABAg
0.0,1.0,0.0,0.0,Neutral,how's the wallpaper app doing?,UgzLRa6Hr2vrORSaxWx4AaABAg
0.618,0.382,0.0,0.9719,Positive,"I am always waiting for your videos, love from India ❤❤❤❤",Ugxzalj4trhMrsb9up14AaABAg
0.127,0.789,0.084,0.174,Positive,"Power button doesn't worry me, saves some idiot kid or the wife accidently pressing it. I put my PC to sleep so I'm sure this can do that, turning it off isn't an issue.",UgwKYHaz15fPnVX7qTd4AaABAg
0.298,0.603,0.098,0.743,Positive,Yes that person whose job it is is to make the worse design decision possible just did the impossible... truly amazing design work.,UgyaSvZ6caqgyBrB7aV4AaABAg
0.131,0.79,0.079,0.1796,Positive,"Funny, I finally admitted my 2013 macbook pro retina is outdated and went to go look at these mac minis and was quite shocked at how affordable they were.",UgzJ1Cf6s5nsDzvp5sx4AaABAg
0.263,0.737,0.0,0.836,Positive,I love how the aspect ratio of this video highlights the notch of the iPhone which makes it even more noticeable when he straight up mentions it lol,UgwdexAOLvf-WibMIud4AaABAg
0.714,0.286,0.0,0.3612,Positive,Thank you,UgxS6gfPBbweQamQP0B4AaABAg
0.178,0.822,0.0,0.5829,Positive,They really do want to you hold it in your hand and realise how small it really is every time you switch it on,UgzkZE-pzoFV_ZlcUzZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,Still Waiting for the Macbook pro video before I make a buying decision.,UgxiF9EnCovFZjZUKvF4AaABAg
0.137,0.769,0.093,0.4898,Positive,"Dope video man! Really can wind down to your content it is appreciated! Hate to be this guy but when you’re giving measurements to people the proper way is width,height,length.  The way I was taught to remember is dumb but it works “woman have legs” so do men btw but it’s easy to remember in my opinion! This Mac is 5x2x5",Ugx1CbgiKpaPuRNYthx4AaABAg
0.0,1.0,0.0,0.0,Neutral,they needed to bump the base memory to 16GB years ago,UgyDa_QywboUOX-xstJ4AaABAg
0.178,0.822,0.0,0.6361,Positive,I guess why the button is under is cus it should be hung under d desk. More like hidden so u jst press d button easily,UgxZhCam5APwnDa3uFF4AaABAg
0.605,0.395,0.0,0.8941,Positive,LOL I love about the bottom power button part haha,UgyHIvUFPz7P2XT0pux4AaABAg
0.091,0.909,0.0,0.2023,Positive,You can choose to have the power button on the top if you place it on your desk inverted.,UgwE8TI04QJVbCDd4TV4AaABAg
0.0,1.0,0.0,0.0,Neutral,I think that power button is genius because you won’t have your three year old pressing it.,Ugw3UHGWWwb600mDIJN4AaABAg
0.033,0.929,0.038,-0.0516,Negative,"they should have made the apple logo on top the power button, it could have even been pressure sensitive so it didn't even need to be a pushable button, then apple would continue with sleekness, but actually have everything make sense.",Ugw6st7YcZqW-cf-LH54AaABAg
0.0,1.0,0.0,0.0,Neutral,"somebody, make a rack that can be mounted at the back of a monitor and make it so that this thing sits sideways. THEN, that back button will be more tolerable",Ugza75VqYoHntWd9Rht4AaABAg
0.126,0.874,0.0,0.7691,Positive,"I want to use my Mac mini as a music server with local iTunes library. Does anyone know how I can control Mac mini via an iPad or iPhone? Basically use it headless. Is there any built in feature in Mac OS that will allow you to control via iPad to play iTunes music? I don’t want to have to connect to monitor, keyboard and mouse just to play music via iTunes",Ugx6Z1sNHHk5fWZoZp94AaABAg
0.0,1.0,0.0,0.0,Neutral,I think that power button is at the bottom because they expect you to carry it around a lot.,UgzH9QzcaDdzoTKnwRt4AaABAg
0.0,1.0,0.0,0.0,Neutral,Is the base model going to run After Effects?,UgzE5tsioIg_9YAYUfF4AaABAg
0.0,1.0,0.0,0.0,Neutral,How can you throw it in your backpack does it have any inbuilt monitor...I know apple paid you u to do a promotion but don't lie to your coustomer,Ugy10T8RAs2NVXjufvB4AaABAg
0.207,0.793,0.0,0.8338,Positive,"They made the commercial relating the mini to photography but they don't put an SD card slot? 16GB of RAM was not added out of charity, it was because of Apple Intelligence.",UgxBCtLOFEMxtwwRjv94AaABAg
0.042,0.842,0.116,-0.7074,Negative,"Unfortunately, the button is not properly understood. I think that's a shame, because it's a statement: the device no longer needs to be switched off and on again! It stays in standby, you wake it up with the keyboard, and that works absolutely reliably, lightning fast! And of course there is no impact on the climate whatsoever with it's 0.5 watts of power consumption while in standby. 

It's one of those little revolutions that only Apple can pull off - and it's beautiful!",Ugw49nNEcvBA1QqM_z94AaABAg
0.0,1.0,0.0,0.0,Neutral,"NAND chips are actualy upgradable on this one.
wait for replacement to be available soon.",Ugw5U90nkMdPBaXG8xt4AaABAg
0.142,0.744,0.114,0.123,Positive,The button location isn't nearly as obnoxious as the magic mouse impersonating a stuck turtle,Ugx1avDWJxXWZVePumd4AaABAg
0.045,0.863,0.092,-0.4939,Negative,I don’t think the power button placement is a problem. It doesn’t impede function the way the charge port on the Magic Mouse does- I mean you can’t use it while it’s charging. The power button on the mini doesn’t affect the function and you rarely need to access it. It prevents accidental presses and keeps the exterior cleaner. I see no issue.,Ugwqmd1EzqvoTYUcp8l4AaABAg
0.091,0.833,0.076,0.4588,Positive,"Linus went down the second route - speccing a desktop with a ridiculously large case next to the Mini - but for some reason didn't try to find a similar SFF PC (NUC or whatever they are called now). I doubt that any of the lower end SFF configs have a CPU/GPU that can compete with the Mini, but adding storage was no contest in favor of the PC. Lon Seidman made an interesting observation for those who are heralding this as the return of the affordable HTPC - get an Apple TV and know that you have a box DESIGNED for media consumption. I'll let the experts debate that one, but it would seem like an expensive 'set top box' for mine.",UgyMswKKcinOtFKriJt4AaABAg
0.258,0.742,0.0,0.3485,Positive,Is it worth upgrading from a M2Pro Mini???,UgyfUFeuoiLj6lYx6ad4AaABAg
0.0,1.0,0.0,0.0,Neutral,I guess we won't talk about Intel's NUC series which have been that small forever?,Ugx7AF9-YSojcvc9sA94AaABAg
0.154,0.65,0.195,0.0,Neutral,Tired from gadgets and gizmos one day Marques may become monk living in hills. 😂,Ugx6aGMcfHO7cJAZ67N4AaABAg
0.0,1.0,0.0,0.0,Neutral,Headphone jack?!,UgwCOhQgukPIG7426bR4AaABAg
0.118,0.837,0.044,0.5709,Positive,"Really useful video. Though I’m debating whether to go for the pro or base model. 

I’m going to be doing some photo editing - nothing heavy - as an amateur photographer. 

Would the base be fine for lightroom work and general everyday editing?

Struggling to justify the near £1000 difference in the price 😅",UgwOKi-XwpEisNc9eG94AaABAg
0.583,0.417,0.0,0.6808,Positive,Definitely better than the wallpaper app,Ugw6fRdbawYRCpsmOFl4AaABAg
0.122,0.727,0.151,-0.1531,Negative,"one thing I have against this is a wallpaper app that you are no longer talking about, apple makes great tech that you ""review"" and criticise,  you? you make $50 wallpaper apps, you absolutely need to shut up and apologise to the innovators you destroyed",UgyoJw31rZFmfAjPRBJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,He already did,UgyoJw31rZFmfAjPRBJ4AaABAg.AAfu7mvms_1AAfxzQXzF7P
0.0,1.0,0.0,0.0,Neutral,waiting for Casey Neistat to come up with some diy idea for that power button placed on the bottom,UgxspiBTaLD9iRHG9Yx4AaABAg
0.0,1.0,0.0,0.0,Neutral,Why cann’t keep it upside down?,UgzqtN_fDSdDsHE7FKh4AaABAg
0.231,0.769,0.0,0.4939,Positive,"For school work what’s better, this or a MacBook. Don’t want to spend anything over $700",Ugw7IedTv-9hJTmcIcV4AaABAg
0.195,0.805,0.0,0.4404,Positive,Boo. Old design was better. Power button on the bottom is a dealbreaker.,UgxQBOoLCd7F36SNzv14AaABAg
0.0,0.851,0.149,-0.2732,Negative,A 4TB m.2 costs about 250$ yet Apple wants you to drop 600$.,UgzqOrnsyDTEsjmwUE14AaABAg
0.0,0.828,0.172,-0.1695,Negative,"Base Mac Mini is $1000 Aud, not worth it",UgyPhkMab1tHXhNQjC14AaABAg
0.0,1.0,0.0,0.0,Neutral,Don't tell these people about SBCs,Ugzy0BFevR466H6S6_F4AaABAg
0.0,1.0,0.0,0.0,Neutral,1:57 huh? How is that smaller?,UgzdDMPC8fy6alDvt2x4AaABAg
0.184,0.816,0.0,0.4019,Positive,"""It's smaller than a new roll of duct tape""
It's clearly larger though",UgxJujLlaUyZQDdwaCR4AaABAg
0.095,0.87,0.035,0.4497,Positive,It's the start button location .... but a chance to build a rig to place the power button on top or side and charge the users premium apple fees for it. Of course they will call it a new name rather than just saying a lever.,UgyCAmSz0d_C8r_rCxR4AaABAg
0.42,0.58,0.0,0.4404,Positive,Thanks for another Cupertino advertisement,UgwHIyPuRQ61zHxTPb14AaABAg
0.0,1.0,0.0,0.0,Neutral,The lil leaf in the apple logo should be the power button on this.,Ugx_rUnmuTq3L_ICa954AaABAg
0.023,0.951,0.027,0.1273,Positive,"Pro IT PC guy here, living outside the US. Base model costs about 740€ here which is about $800, which is not a good deal at all comparing what you get for that money for an equivalent PC. You also have to consider that you need another $214 just for an apple keyboard and mouse and I have no idea how much a compatible screen is going to cost you. Just for reference, the cheapest Studio display is about $2k.
I've been wanting to try a Mac for a while now, but these prices are a complete joke. It may make sense to you, if you are already a customer, but it's completely bonkers for PC guys... Especially outside the US",UgwtxCvBh6iQ6lVbhg14AaABAg
0.093,0.907,0.0,0.4404,Positive,"While I can't comment on non-US pricing, exchange rates, etc., you won't need an apple keyboard/mouse—any keyboard and mouse should work just fine, as well as any display. (to be safe, there may be *some* incompatible hardware, but it will be the exception; one doesn't need to find apple-compatible mouse/keyboard/display afaik)",UgwtxCvBh6iQ6lVbhg14AaABAg.AAfl4SVN3PRAAg1_lbOFoy
0.0,1.0,0.0,0.0,Neutral,​@@AndyConlin this is the way,UgwtxCvBh6iQ6lVbhg14AaABAg.AAfl4SVN3PRAAg64nl2_7J
0.121,0.759,0.121,0.0,Neutral,❤Mac mini🎉 was and is the ONE product Apple offers that isn't pretentious controlling overpriced nonsense.,UgzNK0sDtfi2onr2fJx4AaABAg
0.309,0.691,0.0,0.8176,Positive,My day 1 m1 mac mini has been fantastic. 32gb+ or ram would have been fantastic though. I want this new one,UgxCFWIFdJ-4WL5R0F14AaABAg
0.0,1.0,0.0,0.0,Neutral,"incredible overprized, and taking away credabilty",UgyTYELCkmneGZOTXvx4AaABAg
0.0,0.953,0.047,-0.0572,Negative,"Apple don't want users to turn off the Mac mini EVER, shortens the lifespan and buy a new one as soon as the warranty is over",UgyLIdvvfgvmd20-2bF4AaABAg
0.098,0.902,0.0,0.3612,Positive,"It doesn't shorten the lifespan. It saves users time by not needing to boot up every day, like what pc users have to endure.",UgyLIdvvfgvmd20-2bF4AaABAg.AAfhzcq_oDoAAh-I7d5o29
0.108,0.608,0.284,-0.5574,Negative,That power button underneath is a subtle emotional abuse. A gaslight.,UgxQcdPF_fImRzjaBZV4AaABAg
0.0,1.0,0.0,0.0,Neutral,Is the base M4 Mac Mini faster than a 2020 M1 MacBook Pro 8gb 256gb. I just watched a video that said it wasn't.,UgyWYL8OeWvUL0Mzetl4AaABAg
0.22,0.686,0.094,0.5277,Positive,Is great until you want 32gb of ram and 4tb of ssd of fast ssd inside. Then is not great anymore. For the average user. Sure. Works wonders,Ugwo2PtuubROJhzUSqJ4AaABAg
0.044,0.904,0.052,-0.34,Negative,"Maybe charging it at the bottom to prevent people from using it while it is charging. And power button to prevent students messing around with it also, to give only connections to the sides. The power button is only for emergency. 🤷🏻‍♂️",UgzRdpRqZBaAIf83aSp4AaABAg
0.069,0.81,0.121,-0.296,Negative,"I took my current Mac mini through the airport and came back with damaged Bluetooth. Despite the size, I’d be tempted to no longer travel with my Mac mini. Not to mention finding good quality portable screens",UgyL9cOdXGmLe0eNwHR4AaABAg
0.0,1.0,0.0,0.0,Neutral,Soundcore heaphones review is needed sir ps 🙏🏽,UgzPzUmW3ro2W6V2_Fp4AaABAg
0.123,0.656,0.221,-0.6049,Negative,"Every. Single. Youtuber. Said this about the M1 and the laptops were atrocious. Wonky touchpads, low resolutions, chugging performance... Good for office work and not much else. Certainly not creative work. Why the hell would we trust you now?",UgwZiyxrtsRbO3DtF1t4AaABAg
0.0,1.0,0.0,0.0,Neutral,You in Florida? Coulda sworn I seen you at Culver’s,Ugwn9wrtBBGvU28_TLB4AaABAg
0.05,0.855,0.095,-0.4166,Negative,"I went from macbook pro's to a mac mini M1. It is the most powerful pc I have ever owned, and I cannot imagine the wonders this M4 pulls!

As a reference, I mixed a 5.1 film score/folly/ambient/voice over (250 mics, 80 audio tracks for the score alone) on it and have experienced 1 crash. ONE!!!!",UgxBdueLBPeuO6-DvYp4AaABAg
0.0,1.0,0.0,0.0,Neutral,What model for a professional graphic designer?,Ugz2OLTMH266g1AZ2mt4AaABAg
0.143,0.857,0.0,0.3612,Positive,"Maybe the Mac is supposed to be ran upside down, thank about it hot air raises",UgzsXpJMVgBTBcGVQ714AaABAg
0.0,1.0,0.0,0.0,Neutral,What’s with the blurred out stack of rapped cash about? The money man?,UgxEbpfiYqmzRie0_Qp4AaABAg
